measures,,ID,countx,Repeats or deletes,Data Name,Target No.,Group Traits,L*(D65),a*(D65),b*(D65),dL*(D65),da*(D65),db*(D65),dE*ab(D65),Judgement,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,710nm,720nm,730nm,740nm,ID,count,Idx,countx
30,Cheek_L,240,22,,240#0022,------,SCE,63.07,15.2,17.77,------,------,------,------,------,16.79,16.79,16.79,16.79,16.79,16.32,16.08,16.83,18.78,20.76,22.38,23.56,24.61,25.76,27.16,28.3,28.13,26.82,26,26.84,27.91,27.12,28.12,36.52,45.9,51.39,54.48,56.24,57.48,58.44,59.1,59.87,60.59,61.13,61.47,61.47,61.47,61.47,61.47,240,22,240,22
30,Cheek_R,240,23,,240#0023,------,SCE,61.47,15.92,16.53,------,------,------,------,------,15.85,15.85,15.85,15.85,15.85,15.62,15.51,16.3,18.14,19.98,21.43,22.65,23.71,24.81,26.05,27.01,26.53,24.88,23.91,24.78,25.83,24.76,25.44,33.71,43.49,49.41,52.79,54.78,56.21,57.31,58.04,58.78,59.41,59.99,60.3,60.3,60.3,60.3,60.3,240,23,240,23
30,Forehead,240,24,,240#0024,------,SCE,60.67,15.67,15.71,------,------,------,------,------,17.18,17.18,17.18,17.18,17.18,16.04,15.39,15.99,17.81,19.71,21.18,22.33,23.17,24.29,25.58,26.48,25.9,24.3,23.37,23.74,24.5,23.95,24.92,32.53,41.5,47.51,51.24,53.27,54.75,55.85,56.6,57.45,58.3,59.01,59.44,59.44,59.44,59.44,59.44,240,24,240,24
30,Palm,240,25,,240#0025,------,SCE,59.88,13.24,16.25,------,------,------,------,------,14.64,14.64,14.64,14.64,14.64,13.64,13.23,13.73,15.46,18.32,20.91,22.89,24.31,25.56,26.79,27.64,26.49,23.72,21.85,22.48,23.5,22.09,22.86,31.37,40.76,46.26,48.96,50.27,51.03,51.53,51.8,52.18,52.6,52.99,53.08,53.08,53.08,53.08,53.08,240,25,240,25
30,Forearm_inner,240,26,,240#0026,------,SCE,67.61,6.63,11.84,------,------,------,------,------,24.25,24.25,24.25,24.25,24.25,22.61,21.45,21.5,23.88,28.97,33.1,34.83,35.53,36.21,36.75,36.91,36.4,35.06,33.56,32.96,33.19,33.29,34.56,39.63,46.09,50.55,52.8,53.79,54.41,54.76,55.02,55.38,55.76,56.07,56.14,56.14,56.14,56.14,56.14,240,26,240,26
30,Tricep,240,27,,240#0027,------,SCE,69.9,6.48,15.02,------,------,------,------,------,23.99,23.99,23.99,23.99,23.99,22.69,21.82,22.25,24.96,29.55,33.05,34.81,35.82,36.96,38.13,38.95,38.91,37.96,36.94,36.82,37.34,37.38,38.82,44.39,50.53,54.34,56.11,56.96,57.48,57.89,58.09,58.45,58.73,58.95,58.96,58.96,58.96,58.96,58.96,240,27,240,27
30,Shoulder,240,28,,240#0028,------,SCE,70.4,7.19,13.28,------,------,------,------,------,27.12,27.12,27.12,27.12,27.12,25.81,24.93,25.38,28.01,31.44,33.83,35.18,36.16,37.26,38.55,39.49,39.45,38.38,37.49,37.85,38.55,38.08,39.13,45.29,51.63,55.12,56.76,57.54,58.03,58.29,58.44,58.68,58.81,58.93,58.85,58.85,58.85,58.85,58.85,240,28,240,28
30,Cheek_L,240,29,,240#0029,------,SCE,62.57,15.39,17.7,------,------,------,------,------,16.35,16.35,16.35,16.35,16.35,15.99,15.79,16.49,18.38,20.33,21.89,23.12,24.17,25.32,26.7,27.78,27.56,26.21,25.39,26.2,27.28,26.5,27.45,35.7,45.11,50.72,53.93,55.71,57,57.97,58.69,59.47,60.16,60.81,61.15,61.15,61.15,61.15,61.15,240,29,240,29
30,Cheek_R,240,30,,240#0030,------,SCE,61.77,15.6,16.57,------,------,------,------,------,16.06,16.06,16.06,16.06,16.06,15.8,15.69,16.48,18.38,20.25,21.74,22.91,23.96,25.08,26.32,27.29,26.89,25.3,24.35,25.22,26.27,25.24,25.95,34.16,43.8,49.61,52.89,54.78,56.17,57.22,57.93,58.66,59.33,59.91,60.21,60.21,60.21,60.21,60.21,240,30,240,30
30,Forehead,240,31,,240#0031,------,SCE,61.72,15.31,16.02,------,------,------,------,------,17.77,17.77,17.77,17.77,17.77,16.53,15.82,16.33,18.29,20.47,22.17,23.42,24.32,25.45,26.82,27.74,27.17,25.49,24.43,24.75,25.53,25.08,26.13,33.76,42.8,48.89,52.85,55.02,56.58,57.67,58.45,59.34,60.25,61.03,61.46,61.46,61.46,61.46,61.46,240,31,240,31
30,Palm,265,2,,265_#0002,------,SCE,66.49,7.87,15.41,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,2,265,2
30,Forearm_inner,265,3,,265_#0003,------,SCE,70.86,4.35,16.86,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,3,265,3
30,Tricep,265,4,,265_#0004,------,SCE,71.19,4.72,16.5,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,4,265,4
30,Shoulder,265,5,,265_#0005,------,SCE,70.03,6.34,18.61,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,5,265,5
30,Cheek_L,265,6,,265_#0006,------,SCE,65.4,11.57,14.39,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,6,265,6
30,Cheek_R,265,7,,265_#0007,------,SCE,64.01,13.08,13.8,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,7,265,7
30,Forehead,265,8,,265_#0008,------,SCE,64.81,10.74,18.3,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,8,265,8
30,Palm,265,9,,265_#0009,------,SCE,66.6,6.66,14.84,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,9,265,9
30,Forearm_inner,265,10,,265_#0010,------,SCE,68.68,5.7,17.69,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,10,265,10
30,Tricep,265,11,,265_#0011,------,SCE,70.88,5.31,16.43,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,11,265,11
30,Shoulder,265,12,,265_#0012,------,SCE,69.35,7.97,18.33,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,12,265,12
30,Cheek_L,265,13,,265_#0013,------,SCE,65.32,12.4,14.1,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,13,265,13
30,Cheek_R,265,14,,265_#0014,------,SCE,65.02,12.24,14.04,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,14,265,14
30,Forehead,265,16,,265_#0016,------,SCE,63.23,13.29,16.1,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,16,265,16
30,Palm,265,17,,265_#0017,------,SCE,66.88,7.54,15.75,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,17,265,17
30,Forearm_inner,265,18,,265_#0018,------,SCE,68.76,6.37,18.27,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,18,265,18
30,Tricep,265,19,,265_#0019,------,SCE,71.27,5.25,16.59,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,19,265,19
30,Shoulder,265,20,,265_#0020,------,SCE,70.02,6.84,18.44,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,20,265,20
30,Cheek_L,265,21,,265_#0021,------,SCE,63.64,13.43,13.69,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,21,265,21
30,Cheek_R,265,22,,265_#0022,------,SCE,64.8,12.11,14.35,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,22,265,22
30,Forehead,265,24,,265_#0024,------,SCE,64.83,10.36,17.62,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,24,265,24
30,Palm,265,25,,265_#0025,------,SCE,67.96,6.15,14.86,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,25,265,25
30,Forearm_inner,265,26,,265_#0026,------,SCE,68.61,5.86,17.58,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,26,265,26
30,Tricep,265,27,,265_#0027,------,SCE,70.89,5.37,16.82,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,27,265,27
30,Shoulder,265,28,,265_#0028,------,SCE,68.68,8.02,18.21,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,28,265,28
30,Cheek_L,265,29,,265_#0029,------,SCE,64.9,12.32,14.1,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,29,265,29
30,Cheek_R,265,30,,265_#0030,------,SCE,64.25,12.69,13.86,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,30,265,30
30,Forehead,265,31,,265_#0031,------,SCE,63.99,12.81,16.43,------,------,------,------,------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,31,265,31
30,Palm,271,2,,271_#0002,------,SCE,61.5,8.82,13.87,------,------,------,------,------,17.63,17.63,17.63,17.63,17.63,16.27,15.72,16.28,18.19,21.29,23.79,25.43,26.57,27.65,28.87,29.72,29.06,26.97,25.31,25.58,26.38,25.38,26.09,32.29,39.22,43.38,45.9,47.1,47.86,48.32,48.59,48.9,49.21,49.4,49.39,49.39,49.39,49.39,49.39,271,2,271,2
30,Forearm_inner,271,3,,271_#0003,------,SCE,68.53,6.04,15.38,------,------,------,------,------,21.57,21.57,21.57,21.57,21.57,20.28,19.48,19.77,22.23,27.42,31.83,33.95,35.23,36.42,37.53,38.1,37.75,36.46,34.79,34.07,34.47,35.02,36.66,41.38,47.55,51.9,54.59,55.89,56.74,57.36,57.8,58.5,59.17,59.86,60.27,60.27,60.27,60.27,60.27,271,3,271,3
30,Tricep,271,4,,271_#0004,------,SCE,67.34,7.28,14.54,------,------,------,------,------,21.81,21.81,21.81,21.81,21.81,20.68,19.92,20.15,22.19,26.42,30.27,32.39,33.75,34.99,36.11,36.59,36.03,34.52,32.94,32.25,32.54,32.93,34.51,39.55,46.28,51.36,54.01,55.27,56.09,56.65,57.08,57.7,58.25,58.75,59.01,59.01,59.01,59.01,59.01,271,4,271,4
30,Shoulder,271,5,,271_#0005,------,SCE,68.39,9.45,17.28,------,------,------,------,------,22.06,22.06,22.06,22.06,22.06,20.99,20.29,20.68,22.85,26.24,28.73,30.24,31.62,33.25,35.11,36.51,36.49,35.18,33.97,34.1,34.88,34.65,35.9,42.68,50.53,55.15,57.8,59.08,59.95,60.54,60.93,61.44,61.91,62.26,62.38,62.38,62.38,62.38,62.38,271,5,271,5
30,Cheek_L,271,6,,271_#0006,------,SCE,62.37,13.93,15.18,------,------,------,------,------,19.36,19.36,19.36,19.36,19.36,18.02,17.2,17.61,19.38,21.5,23.08,24.19,25.16,26.38,27.89,28.93,28.44,26.85,25.73,25.87,26.45,25.97,26.85,33.68,42.49,48.72,52.62,54.7,56.11,57.15,57.92,58.84,59.69,60.43,60.86,60.86,60.86,60.86,60.86,271,6,271,6
30,Cheek_R,271,7,,271_#0007,------,SCE,62.23,14.72,15.66,------,------,------,------,------,18.95,18.95,18.95,18.95,18.95,17.64,16.83,17.27,18.98,21.11,22.68,23.78,24.75,25.95,27.47,28.53,28.09,26.49,25.35,25.53,26.16,25.6,26.51,33.67,42.94,49.46,53.41,55.48,56.85,57.91,58.66,59.58,60.38,61.07,61.5,61.5,61.5,61.5,61.5,271,7,271,7
30,Forehead,271,8,,271_#0008,------,SCE,61.3,15.17,17.3,------,------,------,------,------,17.18,17.18,17.18,17.18,17.18,15.74,14.93,15.39,17.16,19.34,21.02,22.28,23.29,24.61,26.3,27.52,27.07,25.29,23.94,24.23,25.08,24.52,25.48,33.08,42.38,48.45,52.59,54.79,56.23,57.26,57.98,58.94,59.86,60.65,61.1,61.1,61.1,61.1,61.1,271,8,271,8
30,Palm,271,10,,271_#0010,------,SCE,61.17,11.46,15.16,------,------,------,------,------,16.75,16.75,16.75,16.75,16.75,15.49,14.98,15.51,17.33,20.2,22.59,24.3,25.52,26.71,28.02,28.97,28.17,25.77,24.01,24.57,25.5,24.22,24.91,32.51,40.98,45.79,48.53,49.83,50.66,51.22,51.5,51.77,52.05,52.21,52.17,52.17,52.17,52.17,52.17,271,10,271,10
30,Forearm_inner,271,11,,271_#0011,------,SCE,68.71,6.69,16.44,------,------,------,------,------,20.96,20.96,20.96,20.96,20.96,19.73,18.98,19.3,21.84,26.98,31.24,33.39,34.69,36,37.24,37.99,37.72,36.44,34.84,34.29,34.78,35.21,36.91,42.08,48.59,53.1,55.8,57.11,58,58.64,59.11,59.74,60.39,60.99,61.34,61.34,61.34,61.34,61.34,271,11,271,11
30,Tricep,271,12,,271_#0012,------,SCE,68.76,7.47,16.2,------,------,------,------,------,21.92,21.92,21.92,21.92,21.92,20.71,19.99,20.38,22.72,27.09,30.75,32.81,34.32,35.82,37.28,38.13,37.71,36.12,34.56,34.3,34.86,34.88,36.53,42.57,49.63,54.26,56.58,57.71,58.39,58.95,59.29,59.81,60.26,60.64,60.78,60.78,60.78,60.78,60.78,271,12,271,12
30,Shoulder,271,13,,271_#0013,------,SCE,68.79,9.49,17.43,------,------,------,------,------,22.49,22.49,22.49,22.49,22.49,21.37,20.65,21.14,23.4,26.66,28.96,30.38,31.71,33.39,35.32,36.79,36.86,35.69,34.61,34.83,35.63,35.39,36.63,43.43,51.19,55.71,58.33,59.65,60.51,61.12,61.56,62.06,62.53,62.88,63.01,63.01,63.01,63.01,63.01,271,13,271,13
30,Cheek_L,271,14,,271_#0014,------,SCE,61.1,15.17,14.6,------,------,------,------,------,18.62,18.62,18.62,18.62,18.62,17.35,16.57,16.96,18.59,20.59,22.15,23.24,24.19,25.31,26.69,27.58,26.95,25.17,23.9,24.05,24.65,24.07,24.82,31.83,41.21,47.82,52.07,54.29,55.81,56.89,57.68,58.62,59.5,60.25,60.68,60.68,60.68,60.68,60.68,271,14,271,14
30,Cheek_R,271,15,,271_#0015,------,SCE,61.67,15.32,14.86,------,------,------,------,------,19.08,19.08,19.08,19.08,19.08,17.8,16.98,17.4,19.02,20.99,22.49,23.58,24.46,25.65,27.01,27.96,27.41,25.75,24.54,24.76,25.37,24.75,25.49,32.62,42.24,48.99,53.11,55.28,56.73,57.78,58.56,59.47,60.23,60.92,61.31,61.31,61.31,61.31,61.31,271,15,271,15
30,Forehead,271,16,,271_#0016,------,SCE,61.4,15.26,17.29,------,------,------,------,------,17.33,17.33,17.33,17.33,17.33,15.94,15.16,15.57,17.31,19.45,21.09,22.31,23.29,24.58,26.24,27.43,27.06,25.41,24.15,24.46,25.28,24.73,25.65,33.14,42.48,48.67,52.8,54.98,56.46,57.48,58.18,59.13,60.03,60.81,61.23,61.23,61.23,61.23,61.23,271,16,271,16
30,Palm,271,17,,271_#0017,------,SCE,62.34,10.55,15.74,------,------,------,------,------,17.13,17.13,17.13,17.13,17.13,15.85,15.32,15.91,17.87,20.99,23.52,25.28,26.56,27.87,29.27,30.34,29.61,27.25,25.46,26.02,27.04,25.75,26.52,34.23,42.51,46.97,49.37,50.51,51.21,51.65,51.89,52.17,52.37,52.49,52.42,52.42,52.42,52.42,52.42,271,17,271,17
30,Forearm_inner,271,18,,271_#0018,------,SCE,68.8,6.2,15.4,------,------,------,------,------,21.93,21.93,21.93,21.93,21.93,20.7,19.92,20.18,22.6,27.74,32.02,34.11,35.35,36.53,37.69,38.29,38.01,36.76,35.18,34.55,34.92,35.41,37.03,41.81,48.04,52.5,55.14,56.42,57.27,57.86,58.34,59,59.66,60.28,60.64,60.64,60.64,60.64,60.64,271,18,271,18
30,Tricep,271,19,,271_#0019,------,SCE,69.41,7.43,15.83,------,------,------,------,------,23.22,23.22,23.22,23.22,23.22,22.01,21.28,21.71,24.09,28.15,31.38,33.31,34.79,36.35,37.92,38.95,38.57,36.95,35.52,35.48,36.12,35.89,37.32,43.64,50.72,55.14,57.26,58.29,58.96,59.49,59.8,60.22,60.57,60.88,60.99,60.99,60.99,60.99,60.99,271,19,271,19
30,Shoulder,271,20,,271_#0020,------,SCE,68.35,9.41,17.41,------,------,------,------,------,21.79,21.79,21.79,21.79,21.79,20.73,20.16,20.76,23.07,26.2,28.4,29.86,31.24,32.91,34.83,36.36,36.4,35.03,33.85,34.34,35.28,34.71,35.79,42.84,50.56,54.87,57.44,58.68,59.55,60.1,60.49,60.96,61.37,61.7,61.81,61.81,61.81,61.81,61.81,271,20,271,20
30,Cheek_L,271,21,,271_#0021,------,SCE,61.47,14.9,14.35,------,------,------,------,------,18.98,18.98,18.98,18.98,18.98,17.78,17,17.34,18.98,21.1,22.66,23.79,24.73,25.91,27.24,28.1,27.41,25.6,24.32,24.49,25.1,24.47,25.2,32.23,41.56,48.13,52.36,54.6,56.17,57.28,58.06,59.03,59.94,60.67,61.12,61.12,61.12,61.12,61.12,271,21,271,21
30,Cheek_R,271,22,,271_#0022,------,SCE,62.32,14.82,15.68,------,------,------,------,------,18.81,18.81,18.81,18.81,18.81,17.62,16.9,17.37,19.16,21.18,22.71,23.8,24.76,26.02,27.53,28.62,28.14,26.53,25.37,25.63,26.32,25.7,26.47,33.8,43.32,49.73,53.61,55.66,57.06,58.1,58.84,59.69,60.46,61.11,61.48,61.48,61.48,61.48,61.48,271,22,271,22
30,Forehead,271,23,,271_#0023,------,SCE,61.6,15.21,17.36,------,------,------,------,------,17.42,17.42,17.42,17.42,17.42,15.97,15.17,15.62,17.38,19.57,21.29,22.51,23.5,24.88,26.54,27.74,27.3,25.6,24.32,24.59,25.41,24.9,25.86,33.46,42.81,48.99,53.13,55.3,56.79,57.77,58.54,59.43,60.33,61.11,61.55,61.55,61.55,61.55,61.55,271,23,271,23
30,Palm,271,24,,271_#0024,------,SCE,61.74,12.56,15.15,------,------,------,------,------,17.64,17.64,17.64,17.64,17.64,16.38,15.88,16.51,18.33,20.77,22.77,24.32,25.54,26.78,28.23,29.34,28.55,26.12,24.41,25.15,26.18,24.67,25.12,33.23,42.46,47.58,50.48,51.94,52.9,53.54,53.8,54.04,54.18,54.29,54.11,54.11,54.11,54.11,54.11,271,24,271,24
30,Forearm_inner,271,25,,271_#0025,------,SCE,67.87,6.41,15.9,------,------,------,------,------,20.5,20.5,20.5,20.5,20.5,19.37,18.67,18.96,21.35,26.32,30.57,32.74,34.05,35.33,36.51,37.17,36.79,35.4,33.76,33.22,33.64,34.01,35.63,40.69,47.04,51.45,53.98,55.22,56.07,56.68,57.1,57.74,58.44,59.11,59.5,59.5,59.5,59.5,59.5,271,25,271,25
30,Tricep,271,26,,271_#0026,------,SCE,69.12,7.09,15.9,------,------,------,------,------,22.74,22.74,22.74,22.74,22.74,21.55,20.82,21.23,23.6,27.74,31.14,33.1,34.56,36.09,37.61,38.57,38.21,36.75,35.36,35.17,35.67,35.66,37.2,42.98,49.7,54.2,56.46,57.56,58.29,58.8,59.16,59.63,60.08,60.46,60.62,60.62,60.62,60.62,60.62,271,26,271,26
30,Shoulder,271,28,,271_#0028,------,SCE,68.75,9.55,17.86,------,------,------,------,------,21.92,21.92,21.92,21.92,21.92,20.88,20.29,20.95,23.29,26.36,28.53,29.93,31.33,33.04,35,36.64,36.73,35.48,34.46,34.97,35.93,35.37,36.5,43.67,51.44,55.78,58.22,59.48,60.27,60.85,61.23,61.75,62.13,62.43,62.55,62.55,62.55,62.55,62.55,271,28,271,28
30,Cheek_L,271,29,,271_#0029,------,SCE,62.24,13.67,14.97,------,------,------,------,------,19.29,19.29,19.29,19.29,19.29,17.99,17.2,17.63,19.4,21.48,23.04,24.14,25.11,26.35,27.81,28.8,28.35,26.79,25.67,25.81,26.37,25.91,26.73,33.4,41.98,48.25,52.06,54.11,55.51,56.57,57.3,58.24,59.09,59.84,60.26,60.26,60.26,60.26,60.26,271,29,271,29
30,Cheek_R,271,30,,271_#0030,------,SCE,61.98,15.21,15.24,------,------,------,------,------,18.98,18.98,18.98,18.98,18.98,17.72,16.97,17.44,19.13,21.11,22.56,23.63,24.59,25.8,27.25,28.28,27.74,26.05,24.85,25.15,25.85,25.13,25.84,33.29,42.98,49.5,53.42,55.51,56.94,57.98,58.77,59.58,60.35,61.01,61.38,61.38,61.38,61.38,61.38,271,30,271,30
30,Forehead,271,31,,271_#0031,------,SCE,61.79,14.88,17.59,------,------,------,------,------,17.36,17.36,17.36,17.36,17.36,15.93,15.13,15.61,17.43,19.64,21.35,22.57,23.58,24.97,26.66,27.93,27.52,25.88,24.67,24.95,25.72,25.22,26.23,33.74,42.89,49.11,53.07,55.17,56.59,57.6,58.32,59.24,60.08,60.87,61.33,61.33,61.33,61.33,61.33,271,31,271,31
30,Palm,275,2,,275_#0002,------,SCE,63.43,9.66,12.11,------,------,------,------,------,18.77,18.77,18.77,18.77,18.77,17.1,16.48,17.31,20.13,24.55,27.8,29.67,30.7,31.52,32.36,32.65,31.27,28.61,26.61,26.81,27.54,26.36,26.93,33.83,42.31,47.53,50.57,52.11,53.1,53.77,54.15,54.55,54.84,55.12,55.1,55.1,55.1,55.1,55.1,275,2,275,2
30,Forearm_inner,275,3,,275_#0003,------,SCE,66.23,6.07,15.5,------,------,------,------,------,17.24,17.24,17.24,17.24,17.24,17.12,16.96,17.52,20.09,25.12,29.26,31.3,32.38,33.21,33.95,34.3,34.11,33.35,32.13,31.56,31.98,32.81,34.4,38.28,43.63,47.54,50.17,51.49,52.47,53.13,53.67,54.34,55.04,55.64,56.03,56.03,56.03,56.03,56.03,275,3,275,3
30,Tricep,275,4,,275_#0004,------,SCE,66.74,6.11,15.68,------,------,------,------,------,17.6,17.6,17.6,17.6,17.6,17.67,17.66,18.29,20.76,25.48,29.41,31.41,32.59,33.59,34.51,35,34.8,33.87,32.76,32.36,32.77,33.31,34.85,39.34,44.95,48.91,50.95,51.99,52.69,53.19,53.56,53.99,54.43,54.82,54.99,54.99,54.99,54.99,54.99,275,4,275,4
30,Shoulder,275,5,,275_#0005,------,SCE,65.23,8.57,17.65,------,------,------,------,------,15.48,15.48,15.48,15.48,15.48,15.83,16.13,16.99,19.19,22.7,25.62,27.53,29.01,30.31,31.63,32.55,32.34,31.08,29.99,30.31,31.23,31.11,32.36,38.16,44.76,48.8,51.26,52.6,53.57,54.31,54.85,55.48,56.05,56.57,56.86,56.86,56.86,56.86,56.86,275,5,275,5
30,Cheek_L,275,6,,275_#0006,------,SCE,58.29,17.23,14.39,------,------,------,------,------,15.73,15.73,15.73,15.73,15.73,14.99,14.54,14.93,16.35,18.21,19.73,20.91,21.75,22.7,23.74,24.34,23.44,21.65,20.48,20.7,21.33,20.77,21.52,28.75,38.68,45.49,49.56,51.66,53.05,54.08,54.8,55.69,56.56,57.3,57.75,57.75,57.75,57.75,57.75,275,6,275,6
30,Cheek_R,275,7,,275_#0007,------,SCE,56.93,18.45,13.78,------,------,------,------,------,14.76,14.76,14.76,14.76,14.76,14.33,14.07,14.53,15.85,17.44,18.74,19.76,20.52,21.34,22.27,22.75,21.88,20.18,19.07,19.33,19.96,19.34,19.85,26.71,36.98,44.13,48.6,50.93,52.56,53.69,54.49,55.42,56.22,56.97,57.39,57.39,57.39,57.39,57.39,275,7,275,7
30,Forehead,275,8,,275_#0008,------,SCE,60.2,14.88,16.21,------,------,------,------,------,15.68,15.68,15.68,15.68,15.68,14.75,14.22,14.63,16.3,18.79,20.96,22.5,23.57,24.74,26.11,26.92,26.01,23.99,22.55,22.74,23.53,23.04,24.11,31.51,40.64,46.77,50.67,52.7,54.04,55,55.69,56.59,57.55,58.39,58.94,58.94,58.94,58.94,58.94,275,8,275,8
30,Palm,275,9,,275_#0009,------,SCE,63.4,7.51,10.43,------,------,------,------,------,20.12,20.12,20.12,20.12,20.12,18.43,17.61,18.07,20.61,25.45,29.15,30.99,31.76,32.37,32.89,32.91,31.66,29.44,27.45,27.19,27.65,27.03,27.67,32.96,39.95,44.64,47.74,49.36,50.48,51.18,51.58,52,52.38,52.66,52.66,52.66,52.66,52.66,52.66,275,9,275,9
30,Forearm_inner,275,10,,275_#0010,------,SCE,63.91,7.55,15.77,------,------,------,------,------,15.08,15.08,15.08,15.08,15.08,14.92,14.8,15.28,17.57,22.38,26.71,28.91,30.07,30.9,31.56,31.76,31.25,30.02,28.47,27.96,28.5,29.1,30.69,35.33,41.55,45.89,48.75,50.16,51.12,51.81,52.32,53.02,53.74,54.37,54.75,54.75,54.75,54.75,54.75,275,10,275,10
30,Tricep,275,11,,275_#0011,------,SCE,66.34,6.83,15.86,------,------,------,------,------,17.18,17.18,17.18,17.18,17.18,17.23,17.21,17.86,20.32,24.92,28.8,30.83,32.07,33.1,34.01,34.54,34.24,33.12,31.89,31.58,32.1,32.46,33.95,38.92,45,49.17,51.31,52.42,53.13,53.68,54.08,54.61,55.04,55.46,55.65,55.65,55.65,55.65,55.65,275,11,275,11
30,Shoulder,275,13,,275_#0013,------,SCE,64.33,9.37,17.27,------,------,------,------,------,14.97,14.97,14.97,14.97,14.97,15.23,15.47,16.29,18.45,21.99,25.06,27.02,28.47,29.75,30.97,31.73,31.3,29.74,28.44,28.77,29.69,29.36,30.62,36.96,44.17,48.53,50.98,52.32,53.24,53.88,54.39,55,55.52,55.99,56.21,56.21,56.21,56.21,56.21,275,13,275,13
30,Cheek_L,275,14,,275_#0014,------,SCE,58.31,17.43,14.51,------,------,------,------,------,15.63,15.63,15.63,15.63,15.63,14.93,14.48,14.91,16.35,18.2,19.69,20.82,21.7,22.62,23.71,24.32,23.42,21.62,20.46,20.72,21.32,20.76,21.47,28.78,38.88,45.73,49.82,51.95,53.4,54.41,55.13,56.01,56.87,57.6,58.04,58.04,58.04,58.04,58.04,275,14,275,14
30,Cheek_R,275,15,,275_#0015,------,SCE,56.84,18.69,13.69,------,------,------,------,------,14.86,14.86,14.86,14.86,14.86,14.42,14.14,14.57,15.86,17.38,18.66,19.69,20.44,21.27,22.17,22.59,21.73,20.05,18.99,19.24,19.76,19.2,19.7,26.54,36.83,44.29,48.76,51.04,52.69,53.82,54.65,55.55,56.42,57.19,57.62,57.62,57.62,57.62,57.62,275,15,275,15
30,Forehead,275,17,,275_#0017,------,SCE,60.98,14.29,16.8,------,------,------,------,------,15.97,15.97,15.97,15.97,15.97,14.93,14.35,14.84,16.62,19.2,21.4,22.95,24.05,25.27,26.78,27.68,26.92,24.92,23.5,23.72,24.57,24.12,25.26,32.77,41.72,47.51,51.21,53.11,54.41,55.29,55.98,56.83,57.73,58.51,59.02,59.02,59.02,59.02,59.02,275,17,275,17
